lat,long,zero_name,first_name,first_type,second_name,second_type,third_name,third_type,zero_type
51.5,0.29,84-66 Corran Way,Albert Evans PT,"['health', 'point_of_interest', 'establishment']",South Ockendon,"['locality', 'political']",Na,Na,['route']
51.56,-0.01,5-1 Buckingham Rd,Pak Noble UK Ltd,"['finance', 'point_of_interest', 'establishment']",Acupuncture & Healthcare,"['health', 'point_of_interest', 'establishment']",London,"['locality', 'political']",['route']
51.86,0.74,Na,Na,Na,Na,Na,Na,Na,Na
51.77,0.58,Na,Na,Na,Na,Na,Na,Na,Na
51.69,0.45,Stock,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.28,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.04,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.38,West Horndon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,0.49,15-29 Timbermans View,Basildon,"['locality', 'political']",Na,Na,Na,Na,['route']
52.04,1.1,Ipswich,Pinewood,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.63,0.41,3-24 Charity Farm Chase,Tangent International Ltd,"['point_of_interest', 'establishment']",Ingleton Wood LLP,"['local_government_office', 'finance', 'point_of_interest', 'establishment']",Inside Guides Ltd,"['point_of_interest', 'establishment']",['route']
51.56,0.66,17-19 Stonehill Rd,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.2,Harrier Close,Hornchurch,"['locality', 'political']",Na,Na,Na,Na,['route']
51.63,0.34,58-38 Burses Way,Brentwood,"['locality', 'political']",Na,Na,Na,Na,['route']
51.49,0.25,Purfleet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.45,Cranes Farm Road,6-a-Side Leagues,"['point_of_interest', 'establishment']",Basildon,"['locality', 'political']",Na,Na,['route']
51.49,0.24,Purfleet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.17,A13,Rainham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.86,0.75,Na,Na,Na,Na,Na,Na,Na,Na
51.52,0.06,London,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.1,Upney Lane,Paddy Power,"['point_of_interest', 'establishment']",Barking Community Hospital (Stop A),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Express Upney News,"['store', 'point_of_interest', 'establishment']",['route']
51.62,0.06,Chigwell,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.83,0.71,Na,Na,Na,Na,Na,Na,Na,Na
51.55,0.02,11-33 Field Rd,Cuisine Supreme,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",Vyom Ltd,"['point_of_interest', 'establishment']",O D- BLOCK,"['point_of_interest', 'establishment']",['route']
51.67,0.14,Na,Na,Na,Na,Na,Na,Na,Na
51.68,-0.18,Na,Na,Na,Na,Na,Na,Na,Na
51.57,0.23,4-28 Oakwood Chase,Hornchurch,"['locality', 'political']",Na,Na,Na,Na,['route']
51.55,0.19,40-34 Carfax Rd,Hornchurch,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,0.1,84-66 Charlton Cres,Barking,"['locality', 'political']",Na,Na,Na,Na,['route']
51.51,0,Blackwall Way,Neutron Tower,"['lodging', 'point_of_interest', 'establishment']",Londonfx,"['finance', 'point_of_interest', 'establishment']",Switch House,"['point_of_interest', 'establishment']",['route']
51.59,0.44,Basildon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.03,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.81,0.65,29 Eastways,Witham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.53,0,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.69,0.08,Na,Na,Na,Na,Na,Na,Na,Na
51.69,-0.17,10-112 Park Ave,Potters Bar,"['locality', 'political']",Na,Na,Na,Na,['route']
51.87,0.2,Na,Na,Na,Na,Na,Na,Na,Na
51.69,0.48,Na,Na,Na,Na,Na,Na,Na,Na
51.58,0.03,Nanny Annies Grub,London,"['locality', 'political']",Na,Na,Na,Na,"['point_of_interest', 'establishment']"
51.82,0.67,Na,Na,Na,Na,Na,Na,Na,Na
51.81,0.64,1-15 Birch Cl,Witham,"['locality', 'political']",Na,Na,Na,Na,['route']
51.59,0.56,A130,Na,Na,Na,Na,Na,Na,['route']
51.58,0.1,1-14 Torbitt Way,Ilford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.5,0.28,South Ockendon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.74,0.14,Canes Lane,Hastingwood,"['locality', 'political']",Na,Na,Na,Na,['route']
51.59,0.41,Na,Na,Na,Na,Na,Na,Na,Na
51.57,0.15,Romford,West Ham United Football Club Training Ground,"['stadium', 'premise', 'point_of_interest', 'establishment']",Dagenham,"['locality', 'political']",Na,Na,"['locality', 'political']"
51.59,0.45,Handleys Court,Wognum-Online Limited,"['point_of_interest', 'establishment']",Biz4Green Limited,"['point_of_interest', 'establishment']",Western Horse UK,"['point_of_interest', 'establishment']",['route']
51.69,0.07,Waltham Abbey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.71,0.53,Sandon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.21,2-10 Sheridan Cl,Romford,"['locality', 'political']",Na,Na,Na,Na,['route']
51.6,0.01,London,Walthamstow,"['neighborhood', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.56,0.69,12-32 Denton Ave,South East Fire & Security Ltd,"['electrician', 'electronics_store', 'store', 'point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",Na,Na,['route']
51.56,0.7,2 Fairlawn Gardens,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.74,0.48,Chelmsford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.01,Gainsborough Road,Royal Mail Delivery Office UK,"['point_of_interest', 'establishment']",Equifinance,"['finance', 'point_of_interest', 'establishment']","Leytonstone Childminder - ""Cots 'n' Tots"" Amanda King","['point_of_interest', 'establishment']",['route']
51.6,0.03,1-35 Beverley Cres,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.55,0.2,The Broadway,Sam Business Consultancy,"['point_of_interest', 'establishment']",Jacked Fitness Uk,"['health', 'point_of_interest', 'establishment']","Youngs Travel | 31, The Broadway,Elm Park Hornchurch, Essex, RM12 4RN","['travel_agency', 'point_of_interest', 'establishment']",['route']
51.58,0.27,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,-0.22,Saint Albans Road,Na,Na,Na,Na,Na,Na,['route']
51.59,0.49,Basildon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,0.26,23 Park Ln,Courts Farm,"['point_of_interest', 'establishment']",Aveley,"['locality', 'political']",Na,Na,['route']
51.77,0.57,Na,Na,Na,Na,Na,Na,Na,Na
51.83,0.7,Ewell Hall Chase,Neil Jennings Architect,"['point_of_interest', 'establishment']",Kelvedon,"['locality', 'political']",Na,Na,['route']
51.47,0.26,Purfleet,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.56,0,A12,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,-0.08,Goff's Oak,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.55,0.68,73-189 A1158,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.57,0.21,Cn Mechanical,163 Grosvenor Dr,['route'],Hornchurch,"['locality', 'political']",Na,Na,"['car_repair', 'point_of_interest', 'establishment']"
51.55,0.23,Hornchurch,Gaynes Parkway,"['park', 'premise', 'point_of_interest', 'establishment']",Upminster,"['locality', 'political']",Na,Na,"['locality', 'political']"
51.63,0.42,30-8 Cromwell Ave,Eleanor Wheeley,"['health', 'point_of_interest', 'establishment']",Hamelin House,"['point_of_interest', 'establishment']",Billericay,"['locality', 'political']",['route']
51.52,0.03,1-63 Palmer Rd,Independant Beauty Consultant,"['beauty_salon', 'point_of_interest', 'establishment']",London,"['locality', 'political']",Na,Na,['route']
51.8,0.64,39 B1389,SUBWAY Witham,"['restaurant', 'food', 'point_of_interest', 'establishment']",The White Hart,"['bar', 'lodging', 'point_of_interest', 'establishment']",Halifax,"['bank', 'finance', 'point_of_interest', 'establishment']",['route']
51.53,0.07,London,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.09,Alfreds Way,Barking,"['locality', 'political']",Na,Na,Na,Na,['route']
51.78,0.61,Na,Na,Na,Na,Na,Na,Na,Na
51.61,-0.53,Chalfont Saint Peter,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
52.03,1.2,Hening Avenue,The Raven,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","East of England Travel, Ravenswood","['travel_agency', 'point_of_interest', 'establishment']",Ipswich Building Society,"['finance', 'point_of_interest', 'establishment']",['route']
51.57,0.11,54-20 Eastwood Rd,Domesticated Manners,"['store', 'point_of_interest', 'establishment']",Domesticated Manners Dog Training / puppy training and Behaviour,"['point_of_interest', 'establishment']",Ilford,"['locality', 'political']",['route']
51.61,0.23,1-3 Whitchurch Rd,Lindfield Road (Stop WB),"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",B C Electrical,"['electrician', 'point_of_interest', 'establishment']",Romford,"['locality', 'political']",['route']
51.6,0.3,Eagle Way,Ford Motor Company Ltd,"['point_of_interest', 'establishment']",Warley,"['locality', 'political']",Na,Na,['route']
51.64,0.29,Brentwood,Pilgrims Hatch,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.64,0.09,Chigwell,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.01,Greenway,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,0.11,Dagenham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,0.11,Theydon Bois,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,-0.06,Whitewebbs Lane,Enfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,0.06,Waltham Abbey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.73,0.53,Sandon,Sandon,"['locality', 'political']",Na,Na,Na,Na,['route']
51.56,-0.53,Denham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.19,28-2 Alexandra Rd,Mike Grigg - Drum Tuition,"['point_of_interest', 'establishment']",Rainham,"['locality', 'political']",Na,Na,['route']
51.56,0.67,120-136 Mendip Cres,Bridge Water Drive Church & St Cedd's,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",Na,Na,['route']
51.64,0.36,Brentwood,Hutton,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.57,0.26,48-24 Avon Rd,Turner Design Ltd,"['point_of_interest', 'establishment']",Mersey Avenue,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Upminster,"['locality', 'political']",['route']
51.64,0.08,Loughton,Chigwell,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.57,0.54,Bowers Gifford,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.45,Cressells,D & M Brickwork Ltd,"['point_of_interest', 'establishment']",Basildon,"['locality', 'political']",Na,Na,['route']
51.59,0.52,Southend Arterial Road,JCY Steel Supplies LTD,"['point_of_interest', 'establishment']",TLM Management Ltd.,"['point_of_interest', 'establishment']",Basildon,"['locality', 'political']",['route']
51.49,-0.12,11-17 Jonathan St,Vauxhall Methodist Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Spring Garden Court,"['point_of_interest', 'establishment']",The Carmelita Centre,"['point_of_interest', 'establishment']",['route']
51.85,0.72,Feering,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.68,0,Waltham Abbey,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.04,206 Navestock Cres,Broadmead Playing Fields,"['park', 'premise', 'point_of_interest', 'establishment']",Lambourne Court,"['premise', 'point_of_interest', 'establishment']",Woodford,"['locality', 'political']",['route']
51.69,-0.12,Cattlegate Road,Enfield,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,-0.16,Potters Bar,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,-0.06,2-6 Durward St,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.72,-0.39,Na,Na,Na,Na,Na,Na,Na,Na
51.69,-0.15,Na,Na,Na,Na,Na,Na,Na,Na
51.55,0.28,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.52,0.16,Dagenham,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.69,-0.11,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.55,0.22,Hornchurch,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.89,0.86,221-217 A1124,The Toll House,"['point_of_interest', 'establishment']",Spring Lane Park,"['park', 'premise', 'point_of_interest', 'establishment']",Colchester,"['locality', 'political']",['route']
51.55,0.21,11-63 Hunter Dr,Hornchurch,"['locality', 'political']",Na,Na,Na,Na,['route']
51.88,0.93,Quayside Drive,Reiki Chia,"['health', 'point_of_interest', 'establishment']",Lashalicious,"['beauty_salon', 'point_of_interest', 'establishment']",3rd Generation Electrical,"['electrician', 'point_of_interest', 'establishment']",['route']
51.55,0.7,40-80 Fairfax Dr,Learning Plus,"['point_of_interest', 'establishment']",Bel Air,"['point_of_interest', 'establishment']",Sanctuary Supported Living,"['point_of_interest', 'establishment']",['route']
51.57,0.63,Eastwood Old Road,Leigh-on-Sea,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,['route']
51.61,0.3,76-44 Hamilton Cres,Woolvett S P Engineering Design Services Ltd,"['point_of_interest', 'establishment']",Warley,"['locality', 'political']",Na,Na,['route']
51.88,0.83,Church Lane,Church Ln,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Church Ln,"['transit_station', 'point_of_interest', 'establishment']",Na,Na,['route']
51.56,0.19,Julies Cakes,58-2 Milton Ave,['route'],Fahrenheat Gas Service,"['general_contractor', 'point_of_interest', 'establishment']",Baig Marketing Solutions Ltd,"['point_of_interest', 'establishment']","['bakery', 'store', 'food', 'point_of_interest', 'establishment']"
51.63,0.36,197-189 Hutton Dr,Classic Ford Escort Fiesta Sierra Rs Cosworth Buyer,"['car_dealer', 'store', 'point_of_interest', 'establishment']",Hutton Drive Shops,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']",Brentwood,"['locality', 'political']",['route']
51.58,0.59,Western Road,Rayleigh,"['locality', 'political']",Na,Na,Na,Na,['route']
51.62,0.27,Brentwood,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.6,0.15,7-13 Walton Rd,A & B Tree Surgery,"['point_of_interest', 'establishment']",Romford,"['locality', 'political']",Na,Na,['route']
51.61,0.13,Na,Na,Na,Na,Na,Na,Na,Na
51.56,0,A12,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.6,0.26,39-54 Nags Head Ln,Nags Head Lane Sewage Works,"['premise', 'point_of_interest', 'establishment']",Upminster,"['locality', 'political']",Na,Na,['route']
51.83,0.69,Kelvedon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.5,-0.15,2 Chester Cl,Tata Limited,"['point_of_interest', 'establishment']",Interior Design Services Ltd,"['general_contractor', 'point_of_interest', 'establishment']",Historic Houses,"['point_of_interest', 'establishment']",['route']
51.71,-0.26,Na,Na,Na,Na,Na,Na,Na,Na
51.51,-0.5,Iver,Iver North Water Treatment Works,"['premise', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.6,0.14,Whalebone Lane North,Na,Na,Na,Na,Na,Na,['route']
51.68,0.14,Na,Na,Na,Na,Na,Na,Na,Na
51.57,0.67,158-150 Neil Armstrong Way,Southend-on-Sea,"['locality', 'political']",Na,Na,Na,Na,['route']
51.96,0.97,Dedham,Dedham Vale AONB,"['premise', 'park', 'point_of_interest', 'establishment']",Na,Na,Na,Na,"['locality', 'political']"
51.54,0.68,24-52 Crosby Rd,Handbag House Repairs,"['point_of_interest', 'establishment']",Ann Galvin Business Consultancy Ltd,"['point_of_interest', 'establishment']",Southend-on-Sea,"['locality', 'political']",['route']
51.66,0.27,Kelvedon Hatch,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.47,24-16 Clickett Hill,TLC Roadshow,"['point_of_interest', 'establishment']",D a Gibbs,"['general_contractor', 'point_of_interest', 'establishment']",Basildon,"['locality', 'political']",['route']
51.9,0.92,Colchester,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.42,0.23,Sutton at Hone,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.89,0.81,Na,Na,Na,Na,Na,Na,Na,Na
51.58,0.07,51 Waremead Rd,Xpress Driving School - Driving Lessons East London,"['point_of_interest', 'establishment']",Gearies Infants' School,"['school', 'point_of_interest', 'establishment']",Ilford,"['locality', 'political']",['route']
51.58,0.34,Warley,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.58,0.39,Lower Dunton Road,The Days Of Old,"['home_goods_store', 'store', 'point_of_interest', 'establishment']",Na,Na,Na,Na,['route']
51.58,0.25,Upminster,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.53,0.13,32-2 Levine Gardens,Escort Web Design | Erotic Marketing,"['point_of_interest', 'establishment']",A Shalom Maintenance & Services,"['point_of_interest', 'establishment']",Box Up Crime,"['point_of_interest', 'establishment']",['route']
51.69,0.46,Stock,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.57,0.13,34-18 Station Rd,Indian Fusion,"['bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",G.Team LTD ESTATE AGENTS,"['point_of_interest', 'establishment']",Central Security Ltd,"['point_of_interest', 'establishment']",['route']
51.6,0.35,Ingrave,Herongate,"['locality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.66,0.11,M11,Theydon Bois,"['locality', 'political']",Na,Na,Na,Na,['route']
51.54,-0.02,Capital Ring,London,"['locality', 'political']",Na,Na,Na,Na,['route']
51.58,0.35,West Horndon,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.67,0.12,Na,Na,Na,Na,Na,Na,Na,Na
51.68,0.01,London Orbital Motorway,Waltham Abbey,"['locality', 'political']",Na,Na,Na,Na,['route']
51.69,-0.1,Enfield,Na,Na,Na,Na,Na,Na,"['locality', 'political']"
51.45,0.25,Dartford,Stone,"['sublocality_level_1', 'sublocality', 'political']",Na,Na,Na,Na,"['locality', 'political']"
51.54,-0.01,London,London Aquatics Centre,"['health', 'school', 'point_of_interest', 'establishment']",Waltham Forest Gators,"['point_of_interest', 'establishment']",Stratford,"['sublocality_level_1', 'locality', 'sublocality', 'political']","['locality', 'political']"
51.71,-0.3,London Orbital Motorway,London Colney,"['locality', 'political']",Na,Na,Na,Na,['route']
51.61,0.52,1-15 Nevendon Rd,Wickford Evangelical Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",Wickford,"['locality', 'political']",Na,Na,['route']
51.6,0.52,Cranfield Park Court,Marks & Spencer Cranfield Wickford BP,"['gas_station', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",Practical Car & Van Rental,"['car_rental', 'point_of_interest', 'establishment']",Wild Bean Cafe,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",['route']
